"Comments","Clinical Code",,,,"Sensitivity Code",,,,"Confidentiality Code",,,
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP49053-9","Methadone | Gastric fluid","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48885-5","Naloxone | Bld-Ser-Plas","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48819-4","Normeperidine | Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48745-1","Hydrocodone Free | Vitreous fluid","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48730-3","Opiates | Milk","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48729-5","Hydromorphone Free | Stool","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48728-7","Hydrocodone Free | Stool","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48727-9","Codeine Free | Stool","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48716-2","Oxycodone Free | Stool","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48693-3","Norpropoxyphene | Hair","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48691-7","Methadone | Vitreous fluid","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48690-9","Morphine Free | Vitreous fluid","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48685-9","Hydromorphone Free | Vitreous fluid","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48679-2","Propoxyphene | Vitreous fluid","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48654-5","Opiates | Vitreous fluid","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48618-0","Morphine Free | Cerebral spinal fluid","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48617-2","Morphine | Cerebral spinal fluid","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48616-4","Methadone | Milk","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48611-5","Norpropoxyphene | Stool","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48604-0","Norpropoxyphene | Meconium","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48517-4","Oxycodone | Meconium","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48515-8","Hydrocodone | Meconium","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48514-1","Hydromorphone | Meconium","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48465-6","Opiates | Meconium","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48454-0","Oxycodone | Hair","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48453-2","6-monoacetylmorphine | Hair","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48452-4","Codeine | Hair","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48451-6","Hydrocodone | Hair","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48450-8","Hydromorphone | Hair","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP48439-1","Morphine Free | Stool","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP46219-9","Morphine Free | Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP45844-5","Sufentanil | Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP45379-2","Opiates | Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP45375-0","Norpropoxyphene | Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP45312-3","Methylfentanyl | Bld-Ser-Plas","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP45299-2","Methadone.long Acting Metabolite | Bld-Ser-Plas","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP45076-4","Hydromorphone | Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP45007-9","Ethylmorphine | Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP44947-7","Nalbuphine | Bld-Ser-Plas","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP44928-7","Fentanyl | Body Fluid","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP44907-1","Diamorphine | Bld-Ser-Plas","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP44903-0","Propoxyphene | Bld-Ser-Plas","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP44902-2","Dextromoramide | Bld-Ser-Plas","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP44778-6","Buprenorphine | Bld-Ser-Plas","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP44701-8","Alfentanil | Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP44659-8","6-monoacetylmorphine Free | Bld-Ser-Plas","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP44645-7","Nalbuphine | Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP44640-8","Levorphanol | Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP44636-6","Buprenorphine | Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP44632-5","Propoxyphene | Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP44631-7","Methadone | Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP44630-9","Diamorphine | Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP44033-6","Morphine | Meconium","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP44031-0","Codeine | Meconium","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP43870-2","Morphine | Bld-Ser-Plas","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP43867-8","Methadone | Bld-Ser-Plas","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP43864-5","Codeine | Bld-Ser-Plas","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP43695-3","Oxycodone | Gastric fluid","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","LP43682-1","6-monoacetylmorphine | Gastric fluid","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
